block_height,tx_count,utxo_consumed,utxo_produced,pools_registered,pools_unregistered,accounts_registered,accounts_unregistered,accounts_pool_delegated,accounts_drep_delegated,accounts_touched,dreps_registered,dreps_unregistered,committee,withdrawals,proposals,votes
13588696,7,22,17,0,0,0,0,0,1,1,0,0,0,1,0,0
13588697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588698,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
13588699,11,23,19,0,0,0,1,1,0,2,0,0,0,3,0,0
13588700,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13588701,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13588702,2,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0
13588703,4,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0
13588704,10,25,19,0,0,0,0,0,0,0,0,0,0,1,0,0
13588705,6,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0
13588706,4,7,10,0,0,0,1,0,0,1,0,0,0,1,0,0
13588707,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13588708,4,51,11,0,0,1,0,1,1,1,0,0,0,0,0,0
13588709,9,21,24,0,0,1,0,1,2,2,0,0,0,1,0,1
13588710,8,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0
13588711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588712,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13588713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588714,13,26,32,0,0,0,0,0,1,1,0,0,0,3,0,0
13588715,6,55,13,0,0,0,0,0,0,0,0,0,0,1,0,0
13588716,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13588717,10,12,17,0,0,0,0,1,0,1,0,0,0,0,0,1
13588718,7,30,17,0,0,2,0,3,1,3,0,0,0,2,0,0
13588719,6,95,13,0,0,0,0,0,0,0,0,0,0,0,0,0
